LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Nebraska,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Nebraska,Hispanic or Latino,2007,Percent,6
State,Nevada,Total Ages 18 and Over,2007,Percent,100
State,Nevada,Non-Hispanic White alone,2007,Percent,61
State,Nevada,Non-Hispanic Black alone,2007,Percent,7
State,Nevada,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Nevada,Non-Hispanic Asian alone,2007,Percent,7
State,Nevada,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,1
State,Nevada,Non-Hispanic Two or More Race Groups,2007,Percent,2
State,Nevada,Hispanic or Latino,2007,Percent,21
State,New Hampshire,Total Ages 18 and Over,2007,Percent,100
State,New Hampshire,Non-Hispanic White alone,2007,Percent,94
State,New Hampshire,Non-Hispanic Black alone,2007,Percent,1
State,New Hampshire,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,New Hampshire,Non-Hispanic Asian alone,2007,Percent,2
State,New Hampshire,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,New Hampshire,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,New Hampshire,Hispanic or Latino,2007,Percent,2
State,New Jersey,Total Ages 18 and Over,2007,Percent,100
State,New Jersey,Non-Hispanic White alone,2007,Percent,64
State,New Jersey,Non-Hispanic Black alone,2007,Percent,12
State,New Jersey,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,New Jersey,Non-Hispanic Asian alone,2007,Percent,8
State,New Jersey,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,New Jersey,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,New Jersey,Hispanic or Latino,2007,Percent,15
State,New Mexico,Total Ages 18 and Over,2007,Percent,100
State,New Mexico,Non-Hispanic White alone,2007,Percent,47
State,New Mexico,Non-Hispanic Black alone,2007,Percent,2
State,New Mexico,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,8
State,New Mexico,Non-Hispanic Asian alone,2007,Percent,1
State,New Mexico,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,New Mexico,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,New Mexico,Hispanic or Latino,2007,Percent,41
State,New York,Total Ages 18 and Over,2007,Percent,100
State,New York,Non-Hispanic White alone,2007,Percent,62
State,New York,Non-Hispanic Black alone,2007,Percent,14
State,New York,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,New York,Non-Hispanic Asian alone,2007,Percent,7
State,New York,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,New York,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,New York,Hispanic or Latino,2007,Percent,15
State,North Carolina,Total Ages 18 and Over,2007,Percent,100
State,North Carolina,Non-Hispanic White alone,2007,Percent,70
State,North Carolina,Non-Hispanic Black alone,2007,Percent,20
State,North Carolina,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,North Carolina,Non-Hispanic Asian alone,2007,Percent,2
State,North Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,North Carolina,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,North Carolina,Hispanic or Latino,2007,Percent,6
State,North Dakota,Total Ages 18 and Over,2007,Percent,100
State,North Dakota,Non-Hispanic White alone,2007,Percent,92
State,North Dakota,Non-Hispanic Black alone,2007,Percent,1
State,North Dakota,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,4
State,North Dakota,Non-Hispanic Asian alone,2007,Percent,1
State,North Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,North Dakota,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,North Dakota,Hispanic or Latino,2007,Percent,1
State,Ohio,Total Ages 18 and Over,2007,Percent,100
State,Ohio,Non-Hispanic White alone,2007,Percent,84
State,Ohio,Non-Hispanic Black alone,2007,Percent,11
State,Ohio,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Ohio,Non-Hispanic Asian alone,2007,Percent,2
State,Ohio,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Ohio,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Ohio,Hispanic or Latino,2007,Percent,2
State,Oklahoma,Total Ages 18 and Over,2007,Percent,100
State,Oklahoma,Non-Hispanic White alone,2007,Percent,74
State,Oklahoma,Non-Hispanic Black alone,2007,Percent,7
State,Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,7
State,Oklahoma,Non-Hispanic Asian alone,2007,Percent,2
State,Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Oklahoma,Non-Hispanic Two or More Race Groups,2007,Percent,4
State,Oklahoma,Hispanic or Latino,2007,Percent,6
State,Oregon,Total Ages 18 and Over,2007,Percent,100
State,Oregon,Non-Hispanic White alone,2007,Percent,83
State,Oregon,Non-Hispanic Black alone,2007,Percent,2
State,Oregon,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Oregon,Non-Hispanic Asian alone,2007,Percent,4
State,Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Oregon,Non-Hispanic Two or More Race Groups,2007,Percent,2
State,Oregon,Hispanic or Latino,2007,Percent,8
State,Pennsylvania,Total Ages 18 and Over,2007,Percent,100
State,Pennsylvania,Non-Hispanic White alone,2007,Percent,83
State,Pennsylvania,Non-Hispanic Black alone,2007,Percent,10
State,Pennsylvania,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Pennsylvania,Non-Hispanic Asian alone,2007,Percent,2
State,Pennsylvania,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Pennsylvania,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Pennsylvania,Hispanic or Latino,2007,Percent,4
State,Rhode Island,Total Ages 18 and Over,2007,Percent,100
State,Rhode Island,Non-Hispanic White alone,2007,Percent,82
State,Rhode Island,Non-Hispanic Black alone,2007,Percent,5
State,Rhode Island,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Rhode Island,Non-Hispanic Asian alone,2007,Percent,3
State,Rhode Island,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Rhode Island,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Rhode Island,Hispanic or Latino,2007,Percent,9
State,South Carolina,Total Ages 18 and Over,2007,Percent,100
State,South Carolina,Non-Hispanic White alone,2007,Percent,67
State,South Carolina,Non-Hispanic Black alone,2007,Percent,27
State,South Carolina,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,South Carolina,Non-Hispanic Asian alone,2007,Percent,1
State,South Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,South Carolina,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,South Carolina,Hispanic or Latino,2007,Percent,4
State,South Dakota,Total Ages 18 and Over,2007,Percent,100
State,South Dakota,Non-Hispanic White alone,2007,Percent,89
State,South Dakota,Non-Hispanic Black alone,2007,Percent,1
State,South Dakota,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,7
State,South Dakota,Non-Hispanic Asian alone,2007,Percent,1
State,South Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,South Dakota,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,South Dakota,Hispanic or Latino,2007,Percent,2
State,Tennessee,Total Ages 18 and Over,2007,Percent,100
State,Tennessee,Non-Hispanic White alone,2007,Percent,79
State,Tennessee,Non-Hispanic Black alone,2007,Percent,15
State,Tennessee,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Tennessee,Non-Hispanic Asian alone,2007,Percent,1
State,Tennessee,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Tennessee,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Tennessee,Hispanic or Latino,2007,Percent,3
State,Texas,Total Ages 18 and Over,2007,Percent,100
State,Texas,Non-Hispanic White alone,2007,Percent,51
State,Texas,Non-Hispanic Black alone,2007,Percent,11
State,Texas,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Texas,Non-Hispanic Asian alone,2007,Percent,4
State,Texas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Texas,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Texas,Hispanic or Latino,2007,Percent,32
State,Utah,Total Ages 18 and Over,2007,Percent,100
State,Utah,Non-Hispanic White alone,2007,Percent,84
State,Utah,Non-Hispanic Black alone,2007,Percent,1
State,Utah,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Utah,Non-Hispanic Asian alone,2007,Percent,2
State,Utah,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,1
State,Utah,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Utah,Hispanic or Latino,2007,Percent,10
State,Vermont,Total Ages 18 and Over,2007,Percent,100
State,Vermont,Non-Hispanic White alone,2007,Percent,96
State,Vermont,Non-Hispanic Black alone,2007,Percent,1
State,Vermont,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Vermont,Non-Hispanic Asian alone,2007,Percent,1
State,Vermont,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Vermont,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Vermont,Hispanic or Latino,2007,Percent,1
State,Virginia,Total Ages 18 and Over,2007,Percent,100
State,Virginia,Non-Hispanic White alone,2007,Percent,69
State,Virginia,Non-Hispanic Black alone,2007,Percent,18
State,Virginia,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Virginia,Non-Hispanic Asian alone,2007,Percent,5
State,Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Virginia,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Virginia,Hispanic or Latino,2007,Percent,6
State,Washington,Total Ages 18 and Over,2007,Percent,100
State,Washington,Non-Hispanic White alone,2007,Percent,78
State,Washington,Non-Hispanic Black alone,2007,Percent,3
State,Washington,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Washington,Non-Hispanic Asian alone,2007,Percent,7
State,Washington,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Washington,Non-Hispanic Two or More Race Groups,2007,Percent,2
State,Washington,Hispanic or Latino,2007,Percent,8
State,West Virginia,Total Ages 18 and Over,2007,Percent,100
State,West Virginia,Non-Hispanic White alone,2007,Percent,94
State,West Virginia,Non-Hispanic Black alone,2007,Percent,3
State,West Virginia,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,West Virginia,Non-Hispanic Asian alone,2007,Percent,1
State,West Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,West Virginia,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,West Virginia,Hispanic or Latino,2007,Percent,1
State,Wisconsin,Total Ages 18 and Over,2007,Percent,100
State,Wisconsin,Non-Hispanic White alone,2007,Percent,87
State,Wisconsin,Non-Hispanic Black alone,2007,Percent,5
State,Wisconsin,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Wisconsin,Non-Hispanic Asian alone,2007,Percent,2
State,Wisconsin,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Wisconsin,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Wisconsin,Hispanic or Latino,2007,Percent,4
State,Wyoming,Total Ages 18 and Over,2007,Percent,100
State,Wyoming,Non-Hispanic White alone,2007,Percent,89
State,Wyoming,Non-Hispanic Black alone,2007,Percent,1
State,Wyoming,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,2
State,Wyoming,Non-Hispanic Asian alone,2007,Percent,1
State,Wyoming,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Wyoming,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Wyoming,Hispanic or Latino,2007,Percent,7
State,Wyoming,Total Ages 18 and Over,2007,Number,406116
State,Wyoming,Non-Hispanic White alone,2007,Number,360712
State,Wyoming,Non-Hispanic Black alone,2007,Number,3127
State,Wyoming,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,7360
State,Wyoming,Non-Hispanic Asian alone,2007,Number,3028
State,Wyoming,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,263
State,Wyoming,Non-Hispanic Two or More Race Groups,2007,Number,3896
State,Wyoming,Hispanic or Latino,2007,Number,27730
State,Wisconsin,Total Ages 18 and Over,2007,Number,4261874
State,Wisconsin,Non-Hispanic White alone,2007,Number,3721953
State,Wisconsin,Non-Hispanic Black alone,2007,Number,221022
State,Wisconsin,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,32958
State,Wisconsin,Non-Hispanic Asian alone,2007,Number,78395
State,Wisconsin,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,1178
State,Wisconsin,Non-Hispanic Two or More Race Groups,2007,Number,29009
State,Wisconsin,Hispanic or Latino,2007,Number,177359
State,West Virginia,Total Ages 18 and Over,2007,Number,1443391
State,West Virginia,Non-Hispanic White alone,2007,Number,1361308
State,West Virginia,Non-Hispanic Black alone,2007,Number,45832
State,West Virginia,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,2926
State,West Virginia,Non-Hispanic Asian alone,2007,Number,9298
State,West Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,305
State,West Virginia,Non-Hispanic Two or More Race Groups,2007,Number,10376
State,West Virginia,Hispanic or Latino,2007,Number,13346
State,Washington,Total Ages 18 and Over,2007,Number,4912005
State,Washington,Non-Hispanic White alone,2007,Number,3827209
State,Washington,Non-Hispanic Black alone,2007,Number,155300
State,Washington,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,62886
State,Washington,Non-Hispanic Asian alone,2007,Number,342274
State,Washington,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,23394
State,Washington,Non-Hispanic Two or More Race Groups,2007,Number,107911
State,Washington,Hispanic or Latino,2007,Number,393031
State,Virginia,Total Ages 18 and Over,2007,Number,5916614
State,Virginia,Non-Hispanic White alone,2007,Number,4061226
State,Virginia,Non-Hispanic Black alone,2007,Number,1093370
State,Virginia,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,15895
State,Virginia,Non-Hispanic Asian alone,2007,Number,301620
State,Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,3693
State,Virginia,Non-Hispanic Two or More Race Groups,2007,Number,71297
State,Virginia,Hispanic or Latino,2007,Number,369513
State,Vermont,Total Ages 18 and Over,2007,Number,488786
State,Vermont,Non-Hispanic White alone,2007,Number,467201
State,Vermont,Non-Hispanic Black alone,2007,Number,3359
State,Vermont,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,1709
State,Vermont,Non-Hispanic Asian alone,2007,Number,5659
State,Vermont,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,122
State,Vermont,Non-Hispanic Two or More Race Groups,2007,Number,4944
State,Vermont,Hispanic or Latino,2007,Number,5792
State,Utah,Total Ages 18 and Over,2007,Number,1782250
State,Utah,Non-Hispanic White alone,2007,Number,1496190
State,Utah,Non-Hispanic Black alone,2007,Number,14478
State,Utah,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,17861
State,Utah,Non-Hispanic Asian alone,2007,Number,37924
State,Utah,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,12940
State,Utah,Non-Hispanic Two or More Race Groups,2007,Number,16759
State,Utah,Hispanic or Latino,2007,Number,186098
State,Texas,Total Ages 18 and Over,2007,Number,17266111
State,Texas,Non-Hispanic White alone,2007,Number,8890106
State,Texas,Non-Hispanic Black alone,2007,Number,1955516
State,Texas,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,60194
State,Texas,Non-Hispanic Asian alone,2007,Number,634467
State,Texas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,11608
State,Texas,Non-Hispanic Two or More Race Groups,2007,Number,135284
State,Texas,Hispanic or Latino,2007,Number,5578936
State,Tennessee,Total Ages 18 and Over,2007,Number,4692980
State,Tennessee,Non-Hispanic White alone,2007,Number,3705145
State,Tennessee,Non-Hispanic Black alone,2007,Number,718725
State,Tennessee,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,12790
State,Tennessee,Non-Hispanic Asian alone,2007,Number,61949
State,Tennessee,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,1944
State,Tennessee,Non-Hispanic Two or More Race Groups,2007,Number,36650
State,Tennessee,Hispanic or Latino,2007,Number,155777
State,South Dakota,Total Ages 18 and Over,2007,Number,592776
State,South Dakota,Non-Hispanic White alone,2007,Number,526152
State,South Dakota,Non-Hispanic Black alone,2007,Number,5228
State,South Dakota,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,39702
State,South Dakota,Non-Hispanic Asian alone,2007,Number,4827
